Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part
902.0,A mulher não está abrindo o envelope da carta,A mulher está abrindo o envelope da carta,0,Contradiction,OK,N,,,
903.0,Um menino está sorrindo.,Há um menino que está demonstrando felicidade.,1,Entailment,OK,N,,,
904.0,Duas cadelas estão dormindo lado a lado,Há duas cadelas descansando juntas,1,Entailment,OK,N,,,
905.0,O autor apresenta a capa artística e diferentes opções de layout para o conteúdo interno,O autor está trabalhando na apresentação do livro.,1,Entailment,OK,N,,,
906.0,O casal está escutando música enquanto percorre a avenida principal em um conversível vermelho,O casal está em silêncio no carro,0,Contradiction,OK,N,,,
907.0,"Quatro amigos estão em um carro, sorrindo muito, com algo escrito no centro",Há um grupo de pessoas felizes em um carro que tem alguma escrita,1,Entailment,OK,N,,,
908.0,Uma modelo está posando com um macaquinho branco com detalhe em renda,A modelo está posando com um macaquinho preto.,0,Disagreement,OK,S,,,
909.0,Um homem de relógio está passando seu bilhete QR Code no validador de uma estação,O homem de relógio está passando seu cartão de crédito no validador de uma estação,0,Contradiction,OK,N,,,
910.0,A praia está vazia ao amanhecer.,A areia da praia é branca.,2,Neutral,OK,N,,,
911.0,Uma mulher morena veste uma blusa azul céu e calça jeans,A mulher morena está usando um vestido vermelho.,0,Contradiction,OK,N,,,
912.0,A mãe recebeu um buquê de flores com tons delicados e leves de seus dois filho,Os filhos não deram nada para a mãe,0,Contradiction,OK,N,,,
913.0,Uma pessoa do sexo feminino está se exercitando na pista de atletismo.,A pessoa do sexo feminino está carregando uma garrafa de água enquanto corre.,2,Neutral,OK,N,,,
914.0,Uma mulher está saboreando um sorvete,A mulher está usando um vestido azul,2,Neutral,OK,N,,,
915.0,Dois indivíduos estão relaxando em uma cadeira de balanço azul,Pessoas estão em uma cadeira de balanço azul,1,Entailment,OK,N,,,
916.0,Há pessoas realizando piquenique em um parque,Existem indivíduos comendo ao ar livre em um parque.,1,Entailment,OK,N,,,
917.0,A menina está falando baixinho para uma planta,Uma criança está se comunicando com uma planta,1,Entailment,OK,N,,,
918.0,Propriedades da flor de cannabis estão sendo estudadas,As propriedades da flor de cannabis estão sob investigação,1,Entailment,OK,N,,,
919.0,"Essa equipe de socorristas está realizando treinamento de resgate em alto mar, equipados com bóias de segurança",A equipe de socorristas está bem preparada.,2,Neutral,OK,N,,,
920.0,Uma garça está na grama à beira de um lago,Uma ave está perto de um corpo de água.,1,Entailment,OK,N,,,
921.0,Três gatos malhados e um gato preto estão caçando o rato,Os gatos são muito brincalhões,2,Neutral,OK,N,,,
922.0,Uma nova pasta de amendoim promete agradar o paladar e se tornar um destaque nas refeições,A pasta de amendoim que é nova pretende se tornar uma preferência nas refeições,1,Entailment,OK,N,,,
923.0,Uma pantera está rondando a área,Não há animais selvagens na área.,0,Contradiction,OK,N,,,
924.0,Um casal está dançando tango em uma competição,O casal está dançando tango na Argentina.,2,Neutral,OK,N,,,
925.0,"Uma mulher de cabelo vermelho, vestindo um biquíni verde, está deitada na areia da praia com um guarda-sol atrás dela",A mulher na areia da praia está debaixo de um guarda-sol.,1,Entailment,OK,N,,,
926.0,A turma de estudantes não está estudando em uma biblioteca silenciosa,Os alunos não estão em um ambiente de estudo silencioso,1,Entailment,OK,N,,,
927.0,Um grupo de estudantes está fazendo um trabalho em equipe,Um grupo de estudantes está trabalhando individualmente,0,Contradiction,OK,N,,,
928.0,"Quatro climatizadores estão instalados na laje de um edifício, com um contato disponível para mais informações",Há um contato disponível para mais informações sobre os climatizadores instalados na laje do edifício.,1,Entailment,OK,N,,,
929.0,Há crianças brincando no parquinho.,Há crianças se divertindo no parquinho.,1,Entailment,OK,N,,,
930.0,A mulher não está descascando uma laranja,A mulher está descascando uma maçã,2,Neutral,OK,N,,,
931.0,Um coturno marrom com detalhes em verniz é usado pelo homem de farda,O homem de farda está usando um coturno marrom com detalhes em verniz,1,Entailment,OK,N,,,
932.0,O gato branco está pulando sobre o muro,O gato branco está dormindo tranquilamente,0,Contradiction,OK,N,,,
933.0,Um menino está alegremente girando em um carrossel veloz,Um menino está brincando em um parque infantil,2,Neutral,OK,N,,,
934.0,Uma mulher está correndo na maratona da cidade,"A mulher está assistindo a maratona, não correndo.",0,Contradiction,OK,N,,,
935.0,"Carretas e containers com tomógrafos são mostrados, assim como um cidadão utilizando o equipamento para realizar um exame",Os tomógrafos são de última geração.,2,Neutral,OK,N,,,
936.0,Uma mulher está empunhando um martelo para destruir uma corrente que prende outra mulher,A mulher está usando um martelo para libertar outra mulher,1,Entailment,OK,N,,,
937.0,Uma criança pequena está tocando um tímpano com duas baquetas felpudas,A criança está tocando um violão.,0,Contradiction,OK,N,,,
938.0,Uma batata frita está sendo preparada ao ser mergulhada e frita no óleo,Uma pessoa está cortando vegetais na cozinha.,2,Neutral,OK,N,,,
939.0,O cachorro grande está perseguindo um gato,Um gato está sendo perseguido por um cachorro grande,1,Entailment,OK,N,,,
940.0,Um recipiente contém brigadeiro artesanal de doce de leite cheio de granulados de caramelo,O recipiente está vazio,0,Contradiction,OK,N,,,
941.0,Não há esquiadores vestindo azul na montanha.,Todos os esquiadores na montanha estão vestindo cores diferentes de azul.,1,Entailment,OK,N,,,
942.0,Uma aeronave está sobrevoando um céu azul com algumas nuvens,Não há nenhuma aeronave em voo.,0,Contradiction,OK,N,,,
943.0,Uma exposição de presépios está sendo anunciada com o logo da empresa abaixo,A empresa está anunciando uma exposição de presépios.,1,Entailment,OK,N,,,
944.0,A agência cuida da divulgação do show de rock,A agência é responsável pela promoção do show de rock,1,Entailment,OK,N,,,
945.0,Um garotinho está mordendo a metade de um ovo de chocolate,Há um garoto comendo chocolate,1,Entailment,OK,N,,,
946.0,Uma mulher está mastigando pedaços de alho,A mulher está preparando uma receita caseira.,2,Neutral,OK,N,,,
947.0,O cachorro está brincando,O cachorro é de raça Golden Retriever,2,Neutral,OK,N,,,
948.0,A mulher está correndo na pista de atletismo,A mulher está sentada na arquibancada da pista de atletismo.,0,Contradiction,OK,N,,,
949.0,Uma mulher cadeirante está analisando documentos,Uma mulher está analisando documentos de uma empresa,2,Neutral,OK,N,,,
950.0,"Quatro indivíduos estão em um pico nevado, usando uma luneta para observar a paisagem",Os indivíduos estão em uma praia olhando a paisagem.,0,Contradiction,OK,N,,,
951.0,"A pessoa em questão está dançando com uma camiseta bege, enquanto algumas pessoas observam",Está ocorrendo uma dança em público.,1,Entailment,OK,N,,,
952.0,A prancha do homem é verde.,O homem vai surfar todos os dias.,2,Neutral,OK,N,,,
953.0,A pessoa se compromete a dedicar mais tempo para se relacionar com outros,A pessoa planeja passar mais tempo socializando,1,Entailment,OK,N,,,
954.0,"Várias flores de cores diversas, incluindo rosa, amarelo e roxo, estão em um balde",As flores do balde serão usadas para montar um arranjo floral.,2,Neutral,OK,N,,,
955.0,Um homem está fazendo música no piano,Existe música sendo produzida pelo homem no piano.,1,Entailment,OK,N,,,
956.0,Uma mulher está regando manjericão em uma massa de lasanha,A mulher está preparando uma lasanha vegetariana,2,Neutral,OK,N,,,
957.0,O cheiro de pão fresco enche a padaria.,O padeiro usou farinha de trigo para fazer o pão,2,Neutral,OK,N,,,
958.0,"Um homem está usando um sobretudo, que é excessivamente largo, escondendo um traje de gala luxuoso",Um homem vestido com um traje de gala luxuoso está escondendo-o por baixo de um sobretudo largo,1,Entailment,OK,N,,,
959.0,As mulheres estão conversando,Existe uma conversa entre mulheres,1,Entailment,OK,N,,,
960.0,O garoto e a garota não estão correndo e usando tênis de corrida,O garoto e a garota estão correndo de tênis,0,Contradiction,OK,N,,,
961.0,A mulher não está sentada,A mulher está sentada.,0,Contradiction,OK,N,,,
962.0,Uma menina de cabelo curto está lendo um livro com muitas páginas,A menina de cabelo curto está lendo um livro volumoso,1,Entailment,OK,N,,,
963.0,A mulher não está fazendo nada.,A mulher está parada.,1,Entailment,OK,N,,,
964.0,O gato malhado está dormindo em um jardim sem flores,O gato malhado está acordado e brincando em um jardim cheio de flores,0,Contradiction,OK,N,,,
965.0,"Um depósito contém uma porção de feijoada, arroz e couve",O depósito também contém uma panela de barro.,2,Neutral,OK,N,,,
966.0,O sabonete facial e o tônico de limpeza são usados pela mulher diariamente,A mulher nunca usa sabonete facial e tônico de limpeza.,0,Contradiction,OK,N,,,
967.0,Vários ingredientes e acompanhamentos estão dispostos para serem colocados em um box,Os ingredientes estão dispostos em pratos brancos.,2,Neutral,OK,N,,,
968.0,Um menino está jogando futebol em um campo gramado,O menino está usando uma camisa azul enquanto joga futebol,2,Neutral,OK,N,,,
969.0,Esquiadores estão realizando outras atividades além de descer a montanha,Os esquiadores estão se ocupando com algo diferente de esquiar montanha abaixo,1,Entailment,OK,N,,,
970.0,"Quatro niguiris de pimentão estão enfileirados, cobertos com molho pesto e erva comestível",Os niguiris de pimentão estão sem nenhum molho ou erva.,0,Contradiction,OK,N,,,
971.0,O homem assiste a propaganda na TV sobre produtos de limpeza pesada,O homem não está olhando nenhuma propaganda na TV,0,Contradiction,OK,N,,,
972.0,Uma pessoa está lavando o carro,Uma pessoa está lavando a roupa,2,Disagreement,OK,S,,,
973.0,O garoto está correndo sozinho pela areia.,O garoto está brincando com seus amigos na areia.,0,Contradiction,OK,N,,,
974.0,Um casal está selecionando um snack na máquina de venda rápida do cinema,O casal que está no cinema vai assistir a um filme de comédia depois de escolherem o snack na máquina de vendas.,2,Neutral,OK,N,,,
975.0,Um gorila está socando furiosamente o saco de pancadas,O gorila está pacificamente dormindo.,0,Contradiction,OK,N,,,
976.0,A menina está falando baixinho para uma planta,A menina tem um vestido azul,2,Neutral,OK,N,,,
977.0,As carretas transportam oxigênio medicinal,As carretas transportam alimentos.,0,Contradiction,OK,N,,,
978.0,O brechó é um negócio circular,O brechó é um tipo de comércio que promove a reutilização de produtos.,1,Entailment,OK,N,,,
979.0,Três gatos no jardim estão se divertindo com uma bola de lã,Os gatos não estão no jardim brincando com a bola de lã,0,Contradiction,OK,N,,,
980.0,"É importante perceber a verdade do mundo não somente com os olhos, mas também com o coração e a alma",O mundo é cheio de verdades para serem descobertas,2,Neutral,OK,N,,,
981.0,Crianças praticam poses de ballet juntas em uma aula de dança,Nenhuma criança está praticando ballet em uma aula de dança,0,Contradiction,OK,N,,,
982.0,Um gato preto e branco está enfiando sua pata na caixa de surpresas,A caixa de surpresas tem um brinquedo dentro,2,Neutral,OK,N,,,
983.0,Um barco está sendo ancorado no porto,O barco está navegando em alto mar.,0,Contradiction,OK,N,,,
984.0,Uma toalha rosa dobrada está sobre um mármore no banheiro,Não há toalhas no banheiro,0,Contradiction,OK,N,,,
985.0,Um profissional de saúde está manipulando um tubo de ensaio com sangue,O tubo de ensaio contém sangue,1,Entailment,OK,N,,,
986.0,A cerimônia de abertura dos Jogos Olímpicos ocorreu como previsto,O número de espectadores da cerimônia de abertura dos Jogos Olímpicos foi alto.,2,Neutral,OK,N,,,
987.0,Uma mulher com uma regata azul está correndo em um parque,A mulher de regata azul está se exercitando no parque,1,Entailment,OK,N,,,
988.0,Um garoto pequeno de tênis vermelho está correndo no parque,Um garoto está correndo no parque.,1,Entailment,OK,N,,,
989.0,"O centro nacional de remo foi devastado por uma explosão, resultando em remos acumulados uns sobre os outros",Há remos amontoados em algum lugar.,1,Entailment,OK,N,,,
990.0,Uma mulher idosa está se maquiando,Nenhuma pessoa idosa está usando maquiagem.,0,Contradiction,OK,N,,,
991.0,"Camarões ao catupiry, arroz de brócolis e batata frita serão servidos como prato principal",Não há camarões no prato principal.,0,Contradiction,OK,N,,,
992.0,Uma cliente do salão exibe seu penteado e cabelo de perfil,A cliente do salão está mostrando o resultado do serviço prestado.,1,Entailment,OK,N,,,
993.0,A biblioteca tem uma grande mesa central sobre a qual estão livros empilhados e uma estante ao fundo,Há livros empilhados sobre uma mesa na biblioteca,1,Entailment,OK,N,,,
994.0,A costureira vai trocar três botões do casaco,Três botões do casaco serão trocados pela costureira,1,Entailment,OK,N,,,
995.0,Uma gata ágil está escalando uma árvore alta,A gata está subindo em uma árvore,1,Entailment,OK,N,,,
996.0,Duas mulheres estão na praia com garrafas de champagne,As mulheres estão comemorando algo.,2,Neutral,OK,N,,,
997.0,Um gato branco está caminhando por um terreno arenoso,O gato branco está procurando comida no terreno arenoso,2,Neutral,OK,N,,,
998.0,O locutor fala ao microfone da rádio transmitindo as informações da manhã,O locutor tem uma voz profunda e agradável.,2,Neutral,OK,N,,,
999.0,Os adolescentes estão exibindo suas pranchas de skate no asfalto cinzento de um parque urbano,"Jovens estão em um parque da cidade, mostrando suas pranchas de skate.",1,Entailment,OK,N,,,
1000.0,Três mulheres estão posando e um auditório está repleto de pessoas,Há mulheres posando em um lugar cheio de pessoas,1,Entailment,OK,N,,,
1001.0,A família planeja viajar para o litoral no próximo feriado,A família adora atividades ao ar livre,2,Neutral,OK,N,,,
1002.0,Uma mulher se apresenta no palco durante um temporal forte,Existe uma apresentação acontecendo durante um temporal.,1,Entailment,OK,N,,,
1003.0,Vários mini brownies estão dispostos em um pratinho retangular amarelo,O prato não tem nenhum brownie.,0,Contradiction,OK,N,,,
1004.0,O presidente está cumprimentando o povo,O povo está sendo cumprimentado pelo presidente.,1,Entailment,OK,N,,,
1005.0,Quatro crianças estão sentadas no parque com seus coelhos de estimação,As crianças estão no parque com animais de estimação.,1,Entailment,OK,N,,,
1006.0,Um copinho de vidro contém creme de couve-flor com chips de batata,Há creme de couve-flor no copinho de vidro.,1,Entailment,OK,N,,,
1007.0,Um pescador está navegando em seu barco e lançando sua rede ao mar,O pescador está pescando em um rio,0,Contradiction,OK,N,,,
1008.0,O homem confere a hora no seu relógio dourado,O homem está verificando o tempo,1,Entailment,OK,N,,,
1009.0,A mulher rodeada de mulheres com microfones está usando um vestido vermelho e salto alto,A mulher está usando salto alto,1,Entailment,OK,N,,,
1010.0,A médica está analisando um exame com muita atenção,A médica trabalha em um hospital de grande porte.,2,Neutral,OK,N,,,
1011.0,Várias calças jeans estão dobradas sobre a cama,Existem camisas dobradas sobre a cama,2,Neutral,OK,N,,,
1012.0,Uma maçã está sendo devorada por um garoto,Ninguém está comendo a maçã,0,Contradiction,OK,N,,,
1013.0,Um senhor está fazendo café.,Um homem está lendo o jornal.,2,Neutral,OK,N,,,
1014.0,O garoto está deletando o projeto de outro estudante do computador,Um projeto de estudante está sendo apagado do computador por um garoto,1,Entailment,OK,N,,,
1015.0,Uma agenda exibe o ano com números cercados por um lápis,Uma agenda está sobre a mesa.,2,Neutral,OK,N,,,
1016.0,"Uma menina feliz está comendo melancia, simbolizando a ideia de alimentação saudável",A menina feliz está comendo fast-food,0,Contradiction,OK,N,,,
1017.0,Duas gatas cinzentas estão disputando uma bola de lã azul e estão se divertindo no tapete,Duas gatas estão brincando com um objeto no tapete.,1,Entailment,OK,N,,,
1018.0,Um pai e seu filho estão realizando um cumprimento de mão,O pai e o filho estão ignorando um ao outro,0,Contradiction,OK,N,,,
1019.0,Um garoto está usando um boné e tem seus olhos bem arregalados,O garoto está de olhos fechados e não está usando um boné.,0,Contradiction,OK,N,,,
1020.0,O idoso está observando uma criança que está sendo segurada por um homem e uma mulher,"O idoso está sozinho, sem ninguém por perto.",0,Contradiction,OK,N,,,
1021.0,Todas as informações sobre cada investimento estão disponíveis,Existe uma disponibilidade completa de dados sobre cada investimento,1,Entailment,OK,N,,,
1022.0,Uma mulher está usando uma embalagem óleo corporal,A embalagem do óleo corporal tem um rótulo verde.,2,Neutral,OK,N,,,
1023.0,Uma mulher está segurando uma taça de espumante diante de um campo de lavanda,Uma mulher está sem nenhum objeto nas mãos em um campo de girassóis.,0,Contradiction,OK,N,,,
1024.0,"Um garoto de moletom, que é verde, está levantando o seu pé",O garoto tem uma bola de futebol.,2,Neutral,OK,N,,,
1025.0,Gatos cinzentos estão brincando com um novelo de lã azul no tapete da sala,A lã azul é a preferida dos gatos para brincar.,2,Neutral,OK,N,,,
1026.0,Um homem está saboreando um sorvete,O homem está consumindo um sorvete.,1,Entailment,OK,N,,,
1027.0,"Três pratos estão servidos com grão de bico, batata, guacamole e ovo mexido",Os pratos estão vazios,0,Contradiction,OK,N,,,
1028.0,"Uma mulher está extremamente feliz, com os braços levantados e a língua para fora",A mulher está demonstrando alegria.,1,Entailment,OK,N,,,
1029.0,Um gato manês de olho azul claro e pelo curto está olhando de forma concentrada,O gato manês tem olhos azuis claros.,1,Entailment,OK,N,,,
1030.0,Hoje é um dia celebrado mundialmente como o Dia Internacional do Abraço,"Hoje, a celebração é o Dia Internacional da Dança",0,Contradiction,OK,N,,,
1031.0,Um sofá não está sendo arranhado por um gato,Um gato está afiando suas garras no sofá.,0,Contradiction,OK,N,,,
1032.0,Hoje é um dia celebrado mundialmente como o Dia Internacional do Abraço,"Hoje, várias pessoas estão abraçando seus entes queridos",2,Neutral,OK,N,,,
1033.0,Um sujeito veste um casaco pesado enquanto canta,O sujeito está a cantar com um casaco pesado,1,Entailment,OK,N,,,
1034.0,Uma raposa está vasculhando a floresta habilmente,Uma raposa de pêlo vermelho está se movendo pela floresta,2,Neutral,OK,N,,,
1035.0,"Uma modelo feminina veste uma blusa rosa com detalhes em branco e azul nas mangas, gola e barra",A modelo feminina veste uma blusa verde.,0,Contradiction,OK,N,,,
1036.0,Os lutadores de boxe estão em uma luta oficial.,Os lutadores estão competindo em um ringue.,1,Entailment,OK,N,,,
1037.0,"Homens e mulheres estão vestidos com elementos típicos de festas juninas, como chapéus e camisas xadrez",Um grupo de pessoas está dançando quadrilha,2,Neutral,OK,N,,,
1038.0,Três viajantes estão caminhando pela floresta densa enquanto a lua começa a surgir,Os viajantes estão vestindo botas de caminhada,2,Disagreement,OK,S,,,
1039.0,Um computador está exibindo um vídeo ao vivo sobre acolhimento e empatia,Está havendo uma transmissão em tempo real no computador,1,Entailment,OK,N,,,
1040.0,A mulher está cantando apaixonadamente,A mulher que está cantando tem cabelos loiros,2,Neutral,OK,N,,,
1041.0,"O álbum contém registros da chegada e partida do público, bem como cenas da plateia durante e após o concerto",O álbum também inclui fotos do backstage.,2,Neutral,OK,N,,,
1042.0,Muitos indivíduos não estão atravessando ordenadamente a faixa de pedestres,Todos estão atravessando a faixa de pedestres de maneira ordenada,0,Contradiction,OK,N,,,
1043.0,"Pessoas estão abraçadas e sorrindo, usando enfeites natalinos ao redor do pescoço",As pessoas estão cantando músicas natalinas.,2,Neutral,OK,N,,,
1044.0,Um estudo sugere que a fé religiosa ativa os mesmos circuitos cerebrais que sexo e drogas,"O estudo aponta uma ligação entre fé religiosa, sexo e drogas na ativação dos mesmos circuitos cerebrais",1,Entailment,OK,N,,,
1045.0,"A gata mãe está deitada no chão alimentando seus quatro filhotes, todos cor de café com leite",A gata mãe tem pelo longo e macio.,2,Neutral,OK,N,,,
1046.0,Um gato está se divertindo no sofá,Um gato está no sofá,1,Entailment,OK,N,,,
1047.0,Várias cadeiras de rodas estão empilhadas em uma caixa de papelão em um ginásio esportivo,As cadeiras de rodas estão sendo organizadas para um evento esportivo.,2,Neutral,OK,N,,,
1048.0,Os jogadores não estão sendo repreendidos pelo treinador.,O treinador está dando bronca nos jogadores.,0,Contradiction,OK,N,,,
1049.0,Duas onças pardas estão caminhando à noite em uma estrada de terra,Duas onças pardas estão correndo durante o dia em uma estrada asfaltada,0,Contradiction,OK,N,,,
1050.0,Uma mão toca uma ilustração de um coração,A mão que toca o coração pertence a um artista.,2,Neutral,OK,N,,,
1051.0,Uma mulher de cabelos castanhos  está encostada em uma parede branca,Uma mulher de cabelos loiros está encostada em uma parede azul,0,Contradiction,OK,N,,,
1052.0,Dois homens estão vestindo sungas na orla que é rochosa,Dois homens com sungas estão na orla rochosa,1,Entailment,OK,N,,,
1053.0,A mulher está escrevendo em um aparelho antigo para datilografia,A mulher é uma jornalista.,2,Neutral,OK,N,,,
1054.0,O céu amarelo está repleto de estrelas,Há estrelas no céu amarelo.,1,Entailment,OK,N,,,
1055.0,Uma pilha de livros está presente numa biblioteca,A biblioteca tem muitos livros de poesia,2,Neutral,OK,N,,,
1056.0,Os jogadores estão em um campo com uma plateia entusiasmada assistindo,Não há ninguém assistindo os jogadores.,0,Contradiction,OK,N,,,
1057.0,Não tem nenhum coala pendurado,Há um coala pendurado na árvore.,0,Contradiction,OK,N,,,
1058.0,A médica está analisando um exame com muita atenção,A médica está focada em um exame.,1,Entailment,OK,N,,,
1059.0,O pão está sendo fatiado por um homem,Um homem está cortando o pão,1,Entailment,OK,N,,,
1060.0,"Um gato está equilibrado em um galho, aguardando pela presa",O gato está brincando no jardim,2,Disagreement,OK,S,,,
1061.0,A mulher está esperando uma ligação.,A mulher está esperando uma comunicação.,1,Entailment,OK,N,,,
1062.0,Uma mulher está lançando uma bola de beisebol no estádio,A bola de beisebol está sendo lançada no estádio.,1,Entailment,OK,N,,,
1063.0,"Uma pessoa segura várias beterrabas amarelas pelas folhas durante o dia, em um ambiente ao ar livre",A pessoa não segura nenhuma beterraba,0,Contradiction,OK,N,,,
1064.0,Uma mulher está lançando uma bola de beisebol no estádio,A mulher está assistindo a um jogo de beisebol no estádio.,0,Contradiction,OK,N,,,
1065.0,Uma garotinha usa máscara de proteção em uma sala repleta de cestas básicas,A garotinha está ajudando a distribuir cestas básicas,2,Neutral,OK,N,,,
1066.0,Dois meninos estão vestindo calças azuis e estão empurrando uma caixa em um piso de concreto,"Dois meninos sem calças azuis estão sentados calmamente, não fazendo nada.",0,Contradiction,OK,N,,,
1067.0,"Azeite está dentro de um frasco de vidro transparente sobre uma mesa de madeira, com azeitonas ao lado",O frasco de azeite está vazio.,0,Contradiction,OK,N,,,
1068.0,Um garoto está alimentando um jovem cavalo,Um garoto está montando um jovem cavalo.,0,Neutral,OK,S,,,
1069.0,"No noticiário são comuns, infelizmente, os casos de feminicídios","No noticiário, os casos de feminicídio são raros",0,Contradiction,OK,N,,,
1070.0,A temperatura está caindo abaixo de zero graus,A temperatura está subindo acima de zero graus,0,Contradiction,OK,N,,,
1071.0,O atleta está segurando uma bola na mão direita e está em movimento para arremessá-la,O atleta com a bola na mão direita está prestes a fazer um arremesso,1,Entailment,OK,N,,,
1072.0,"Uma garota está conversando com o rapaz que está ao seu lado, pilotando uma motocicleta",A garota está se comunicando com o motoqueiro ao seu lado.,1,Entailment,OK,N,,,
1073.0,Um gato cinza e um pequeno gato malhado estão observando atentamente a mesa de jantar,Dois gatos estão olhando para a mesa de jantar.,1,Entailment,OK,N,,,
1074.0,Está havendo o corte de alhos,Uma pessoa está cortando cebolas,2,Neutral,OK,N,,,
1075.0,Professores da escola assistem a uma palestra de um neurocientista no início da Semana Pedagógica,Os professores da escola não estão participando de nenhuma atividade no início da Semana Pedagógica,0,Contradiction,OK,N,,,
1076.0,"A mini cidade feliz é preenchida com muitos brinquedos, incluindo casinhas e carrinhos",A mini cidade contém carrinhos.,1,Entailment,OK,N,,,
1077.0,Uma flor de cannabis é capturada em detalhe através da técnica de macro-fotografia,Há uma imagem detalhada de uma flor de cannabis.,1,Entailment,OK,N,,,
1078.0,Um homem está temperando o frango,O frango está sendo preparado para cozinhar,1,Entailment,OK,N,,,
1079.0,Uma garotinha de vestido azul dança livremente sob a sombra de um cacto na aridez do deserto,A menina de vestido azul está dançando no deserto,1,Entailment,OK,N,,,
1080.0,"Duas pessoas estão em uma rua devastada, com uma delas montada em uma moto",Uma pessoa está montada em uma moto em uma rua devastada.,1,Entailment,OK,N,,,
1081.0,O homem está indo pescar no lago próximo à floresta,O homem está vestindo roupas de pesca enquanto caminha em direção ao lago,2,Neutral,OK,N,,,
1082.0,"Várias mulheres, principalmente vestindo camisas cor de rosa, estão dançando","Mulheres dançando estão vestindo, em sua maioria, camisas cor de rosa",1,Entailment,OK,N,,,
1083.0,Um casal está dançando tango em uma competição,Duas pessoas estão dançando tango.,1,Entailment,OK,N,,,
1084.0,Vários jovens estão tocando guitarra para o vídeo,Os jovens têm um estúdio de gravação profissional,2,Neutral,OK,N,,,
1085.0,"O banheiro possui um lavabo com armários de madeira, uma cuba de cerâmica, uma planta e uma toalha",O banheiro não possui nenhum armário de madeira,0,Contradiction,OK,N,,,
1086.0,Alunos estão cuidando e dando banho em seus animais de estimação,Alunos estão interagindo com seus animais de estimação.,1,Entailment,OK,N,,,
1087.0,A janela está completamente fechada,A janela não está aberta de forma alguma,1,Entailment,OK,N,,,
1088.0,Bailarinos em cadeiras de rodas estão posicionando seus braços na posição correta,Bailarinos em cadeiras de rodas estão ajustando a posição dos seus braços,1,Entailment,OK,N,,,
1089.0,O evento foi marcado por uma grande aglomeração de pessoas,O evento ocorreu sem a presença de muitas pessoas,0,Contradiction,OK,N,,,
1090.0,A montagem combina fotos do início da empresa e outras atuais,A montagem inclui imagens desde o começo da empresa até o presente,1,Entailment,OK,N,,,
1091.0,"Um agricultor está de costas, com a mão no chapéu, admirando sua plantação de café",O agricultor está olhando para um campo de trigo.,0,Contradiction,OK,N,,,
1092.0,Uma garota audaz está conduzindo seu skate pelas ladeiras íngremes da cidade,Há uma garota loira correndo pela cidade,2,Neutral,OK,N,,,
1093.0,Um homem está servindo sopa em uma tigela,Um homem está comendo sopa de uma tigela,0,Disagreement,OK,S,,,
1094.0,Um pequeno garoto veste um casaco amarelo brilhante e se diverte pulando em poças de água após a chuva,O garoto gosta de sorvete.,2,Neutral,OK,N,,,
1095.0,Os pintinhos estão bicando o milho nos cochos,Os pintinhos estão piando.,2,Disagreement,OK,S,,,
1096.0,O chão está sendo limpo por uma mulher,A mulher está varrendo a sala.,2,Neutral,OK,N,,,
1097.0,"Residentes estão atendendo o público com máscaras, dando orientações aos pacientes sentados à sua frente",Os residentes estão atendendo o público sem máscaras,0,Contradiction,OK,N,,,
1098.0,"Vários pares de sapatos, chinelos e sandálias estão posicionados na frente das portas e ao ar livre das casas",Alguns pares de sapatos são feitos de couro vegetal.,2,Neutral,OK,N,,,
1099.0,A pessoa está em segundo plano orando pelas pessoas que estão em primeiro plano,A pessoa está orando ao lado das pessoas em primeiro plano.,0,Contradiction,OK,N,,,
1100.0,O jogador de futebol está vestido de terno e gravata,O jogador de futebol está andando em um campo de futebol,2,Neutral,OK,N,,,
1101.0,O homem que está preparando o bolo usa um avental azul.,O homem que está preparando o bolo não está usando nenhum avental,0,Contradiction,OK,N,,,
1102.0,Há um homem segurando uma bengala.,Existe um homem com uma bengala.,1,Entailment,OK,N,,,
1103.0,A mulher não está verificando suas mensagens.,A mulher está assistindo televisão.,2,Neutral,OK,N,,,
1104.0,A última roda de conversa da semana de desconstrução ocorreu recentemente,Ocorreu recentemente um encontro para discutir e debater temas durante a semana de desconstrução.,1,Entailment,OK,N,,,
1105.0,Um casal está sentado no banco da praça vendo o movimento,Um casal está observando o movimento enquanto está sentado em um banco da praça.,1,Entailment,OK,N,,,
1106.0,Gatos estão pulando de sofá em sofá,Os gatos estão se movendo de um móvel para outro.,1,Entailment,OK,N,,,
1107.0,Um influenciador digital está posando ao ar livre em um conjunto de blusa e saia jeans,Um influenciador digital está dentro de casa vestindo um conjunto de blusa e saia jeans,0,Contradiction,OK,N,,,
1108.0,Anúncio de um sarau cultural dedicado à luta contra práticas manicomiais,Um evento de sarau cultural está sendo organizado para combater práticas manicomiais,1,Entailment,OK,N,,,
1109.0,Uma pesquisa afirma que o consumo de vinho tinto pode diminuir o nível de estresse,A pesquisa nega qualquer relação entre o consumo de vinho tinto e a redução do estresse.,0,Contradiction,OK,N,,,
1110.0,Uma mulher está correndo na maratona da cidade,A mulher está correndo para se manter saudável.,2,Neutral,OK,N,,,
1111.0,Cinco pessoas estão sentadas à mesa em um palco diante de uma tela de projeção,As pessoas estão discutindo um ponto importante,2,Neutral,OK,N,,,
