,Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part,predicted_label
378,378.0,"A pessoa está tirando uma selfie com a cabeça raspada, um braço apoiado nela e usando batom azul","A pessoa está tirando uma foto com seus longos cabelos soltos, sem batom",0,Contradiction,OK,N,,,,0
379,379.0,Pássaros voam em bando durante o entardecer sob um céu azul com poucas nuvens acinzentadas de tonalidades laranja,Pássaros estão voando juntos no céu ao entardecer,1,Entailment,OK,N,,,,1
380,380.0,Canecas de chope estão sendo brindadas,Canecas de chope estão sendo lavadas em uma pia,2,Neutral,OK,N,,,,2
381,381.0,"A atração infantil oferece várias atividades para as crianças, incluindo piscinas de bolinhas e escorregadores",Os pais estão acompanhando as crianças na atração infantil,2,Neutral,OK,N,,,,2
382,382.0,Uma mulher está escalando uma cerca baixa,Uma mulher está pulando de uma cerca alta,0,Contradiction,OK,N,,,,0
383,383.0,Uma fogueira arde intensamente com brasas vermelhas e chamas amarelas e laranjas,Existe uma fonte de calor forte.,1,Entailment,OK,N,,,,1
384,384.0,Canecas de chope estão sendo brindadas,As canecas de chope estão sendo mantidas em uma prateleira,0,Contradiction,OK,N,,,,2
385,385.0,Indivíduos vestindo roupas de frio estão sendo fornecidos com máscaras pela equipe do governo local,Ninguém está recebendo máscaras da equipe do governo local,0,Contradiction,OK,N,,,,0
386,386.0,Uma prova está sendo realizada em uma sala de aula,Não há atividades ocorrendo na sala de aula,0,Contradiction,OK,N,,,,0
387,387.0,A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,A pessoa tem cabelo castanho.,2,Neutral,OK,N,,,,2
388,388.0,O nascer do sol ilumina um campo florido,O campo florido está iluminado pelo sol,1,Entailment,OK,N,,,,1
389,389.0,Um gato malhado está se divertindo com um novelo de lã desfiado em um tapete vermelho,Um gato malhado está se escondendo atrás de uma cortina,2,Neutral,OK,N,,,,0
390,390.0,Cada foto foi detalhada nos recursos de acessibilidade,As fotos foram tiradas por um fotógrafo profissional,2,Neutral,OK,N,,,,2
391,391.0,A menina está lendo um livro de histórias em sua cama antes de dormir,A menina tem um urso de pelúcia em sua cama,2,Neutral,OK,N,,,,2
392,392.0,Um cavalo não está bebendo água,Um cavalo está comendo grama,2,Neutral,OK,N,,,,2
393,393.0,Diversos sabores de refeições congeladas estão disponíveis para venda,Não há refeições congeladas disponíveis para venda,0,Contradiction,OK,N,,,,0
394,394.0,Um mini espantalho é feito de palha e retalhos,O mini espantalho é feito de metal e vidro,0,Contradiction,OK,N,,,,0
395,395.0,Um homem está dirigindo um carro para o fogo,Um homem está levando um carro em direção a uma área de incêndio,1,Disagreement,OK,S,,,,1
396,396.0,Duas garrafas do vinho tinto estão dispostas sobre uma mesa de madeira,Uma toalha vermelha está cobrindo a mesa de madeira,2,Neutral,OK,N,,,,2
397,397.0,Ciclistas não estão pedalando em fila pela montanha acima,Os ciclistas estão alinhados enquanto sobem a montanha.,0,Contradiction,OK,N,,,,2
398,398.0,"Alunos estão sentados em cadeiras vermelhas com material didático aberto, enquanto os instrutores permanecem de pé","Os alunos estão sentados em cadeiras vermelhas, aguardando o início da aula.",2,Neutral,OK,N,,,,2
399,399.0,Um gato branco e cinza está sentado na areia,Um gato branco e cinza está brincando com uma bola de lã.,2,Neutral,OK,N,,,,2
400,400.0,O conjunto de jovens europeus está reunido ali,Um grupo de jovens da Europa está congregado no local.,1,Entailment,OK,N,,,,1
401,401.0,Um bolo retangular está coberto com ganache e decorado com raspas de chocolate preto na lateral e topo,O bolo retangular possui cobertura de ganache e decoração de raspas de chocolate preto,1,Entailment,OK,N,,,,1
402,402.0,As crianças ajudaram na limpeza do pátio da escola e os professores estão felizes por isso,As crianças não participaram da limpeza do pátio da escola.,0,Contradiction,OK,N,,,,0
403,403.0,Uma criança está deslizando pela areia dourada,A criança está deslizando no gelo,0,Contradiction,OK,N,,,,0
404,404.0,Uma mão é vista segurando uma pipa em direção a um arco-íris ao fundo,A pipa tem a forma de um pássaro.,2,Neutral,OK,N,,,,2
405,405.0,Não tem nenhuma mulher interferindo,Uma mulher está interferindo,0,Contradiction,OK,N,,,,0
406,406.0,"Centenas de bebês estão sem pais, conforme relatado em jornais antigos",Muitos bebês foram relatados como órfãos em jornais antigos,1,Entailment,OK,N,,,,0
407,407.0,A loja oferece semijoias banhadas em ouro com um ano de garantia,A loja vende também relógios banhados a ouro,2,Neutral,OK,N,,,,2
408,408.0,Uma modelo posa com a mão esquerda no rosto vestindo um macaquinho floral,A modelo não está posando para a foto,0,Contradiction,OK,N,,,,0
409,409.0,"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Entre as pessoas reunidas na praça, há uma mulher com um vestido vermelho.",2,Neutral,OK,N,,,,2
410,410.0,O senador está acompanhado de sua esposa,O senador e sua esposa estão vestidos formalmente,2,Neutral,OK,N,,,,1
411,411.0,Os homens e as mulheres estão sendo reunidos próximos às mesas ao livre,Todos estão se reunindo em um ambiente fechado.,0,Contradiction,OK,N,,,,0
412,412.0,Uma criança está pintando usando a boca durante uma oficina,A criança não está pintando.,0,Contradiction,OK,N,,,,0
413,413.0,A mulher está alimentando um pássaro à beira de um lago,Há uma mulher perto de um lago cuidando de um pássaro.,1,Entailment,OK,N,,,,1
414,414.0,"O escritório possui uma vista para um jardim com árvores verdes, bromélias e uma fonte de água corrente",O escritório tem uma mesa de madeira robusta,2,Neutral,OK,N,,,,2
415,415.0,Um gato preto não está comendo ração do prato,O gato preto está comendo ração do prato.,0,Contradiction,OK,N,,,,0
416,416.0,Dois irmãos estão exibindo seus dentes manchados de vermelho e amarelo,Os irmãos estão segurando escovas de dentes,2,Neutral,OK,N,,,,2
417,417.0,A janela da sala de estar está fechada.,A cortina da sala de estar está balançando com a brisa.,0,Contradiction,OK,N,,,,2
418,418.0,Um carro está de cabeça para baixo em meio ao caos,O carro está estacionado corretamente em um local tranquilo,0,Contradiction,OK,N,,,,0
419,419.0,"Um pai e sua filha, vestidos com máscaras e capas de heróis, estão olhando para o horizonte",Um homem e sua filha estão usando fantasias de super-heróis e olhando para o horizonte,1,Entailment,OK,N,,,,1
420,420.0,Uma garota pequena no vestido vermelho está correndo na areia,A garota no vestido vermelho está brincando com um balde e uma pá.,2,Disagreement,OK,S,,,,2
421,421.0,Duas meninas estão relaxando na areia à beira do mar,As meninas estão se exercitando na academia,0,Contradiction,OK,N,,,,0
422,422.0,Várias pessoas estão navegando em um caiaque,Ninguém está praticando esportes aquáticos.,0,Contradiction,OK,N,,,,0
423,423.0,Uma mulher está picando alho,A mulher está descansando.,0,Contradiction,OK,N,,,,0
424,424.0,Uma mulher está folheando um livro com várias outras obras empilhadas ao fundo,A mulher está ao lado de uma janela enquanto folheia um livro.,2,Neutral,OK,N,,,,2
425,425.0,Não tem nenhuma mulher bebendo café,Uma mulher está tomando café.,0,Contradiction,OK,N,,,,0
426,426.0,Uma menina está pulando enquanto joga tênis de praia com um instrutor,A menina está se divertindo enquanto joga tênis de praia.,2,Neutral,OK,N,,,,1
427,427.0,Um homem está segurando um peixe que ele possivelmente pescou em um rio,Um indivíduo está com um peixe em suas mãos que ele pode ter pescado em um rio.,1,Entailment,OK,N,,,,1
428,428.0,"Três adolescentes estão segurando seus celulares, com uma delas exibindo a tela da rede social",Adolescentes estão usando seus celulares,1,Entailment,OK,N,,,,1
429,429.0,"Várias pimentas de cores verdes, laranjas e vermelhas estão reunidas",As pimentas estão agrupadas por cores,1,Entailment,OK,N,,,,1
430,430.0,Não há nenhuma criança brincando no parquinho,O parquinho está vazio de crianças,1,Entailment,OK,N,,,,1
431,431.0,Um donut é recheado com brigadeiro e coberto com creme de baunilha,O donut não tem creme de baunilha na cobertura,0,Contradiction,OK,N,,,,0
432,432.0,Os atletas estão manipulando a bola de vôlei,Os atletas estão jogando basquete,0,Contradiction,OK,N,,,,0
433,433.0,Um viajante solitário com um chapéu vermelho está atravessando um deserto de areias douradas,Uma pessoa com chapéu vermelho está em um deserto.,1,Entailment,OK,N,,,,1
434,434.0,Um flyer anuncia o lançamento de vendas online de uma marca de roupas,A marca de roupas está encerrando suas atividades online.,0,Contradiction,OK,N,,,,0
435,435.0,Não há nenhuma mulher batendo uma panela sobre o fogão no quintal,Uma mulher está cozinhando no quintal usando uma panela no fogão,0,Contradiction,OK,N,,,,0
436,436.0,Nenhum garoto de bermuda está surfando nas ondas,Há um garoto de bermuda surfando nas ondas,0,Contradiction,OK,N,,,,0
437,437.0,Dois pacotes transparentes contendo casquinhas de brownie estão dispostos sobre uma bancada de madeira diante de uma parede preta,Casquinhas de brownie estão arrumadas em duas embalagens transparentes em uma bancada de madeira.,1,Entailment,OK,N,,,,1
438,438.0,A cada compra o cliente recebe dois cupons de desconto,O cliente não recebe nenhum cupom de desconto após a compra,0,Contradiction,OK,N,,,,0
439,439.0,"Atletas se preparam para uma corrida, alongando-se sob a orientação de uma instrutora",Os atletas estão em uma pista de corrida.,2,Neutral,OK,N,,,,2
440,440.0,"O caminhão de bombeiros, que é vermelho, está acelerando pela rua",O caminhão de bombeiros tem uma sirene barulhenta,2,Neutral,OK,N,,,,2
441,441.0,"Três braceletes de argolas nas cores dourada, prata e rosê estão no braço da mulher",A mulher não está usando nenhum bracelete.,0,Contradiction,OK,N,,,,0
442,442.0,A receita proposta promete promover uma super-hidratação para prolongar a vida dos fios de cabelo,A receita sugerida promete aumentar a longevidade dos fios de cabelo através de hidratação intensiva.,1,Entailment,OK,N,,,,1
443,443.0,Uma menina com características indígenas está sentada,A menina está em pé.,0,Contradiction,OK,N,,,,0
444,444.0,"Um mini hambúrguer artesanal de carne bovina é servido espetado por um palito gourmet, acompanhado de tomate cereja e alface americana",O mini hambúrguer é servido com um molho especial,2,Neutral,OK,N,,,,2
445,445.0,Não há nenhum coelho saltando buracos,Diversos coelhos estão alegremente saltando buracos.,0,Contradiction,OK,N,,,,0
446,446.0,A vacinação está sendo realizada pelo sistema drive thru,As pessoas estão levando seus pets para vacinar no sistema drive thru,2,Neutral,OK,N,,,,1
447,447.0,A janela da sala de estar está fechada.,A televisão na sala de estar está ligada.,2,Neutral,OK,N,,,,2
448,448.0,"Um pacote de massa de pastel fresca, sem glúten e sem leite, está sobre uma mesa",A receita para a massa do pastel é antiga e foi passada de geração em geração.,2,Neutral,OK,N,,,,2
449,449.0,"A bebida é um milkshake, adornado com chantilly, uma cereja e dois tubetes",O milkshake é feito de chocolate,2,Neutral,OK,N,,,,2
450,450.0,Um polvo é visto no fundo do mar,Não há polvos no fundo do mar.,0,Contradiction,OK,N,,,,0
451,451.0,O homem está guardando o violão na estante,O homem tem um violão.,1,Entailment,OK,N,,,,1
452,452.0,Oito momentos de um jogo de boliche na capital foram compartilhados com colegas e seus familiares,Os colegas e familiares viram oito momentos de um jogo de boliche na capital,1,Entailment,OK,N,,,,1
453,453.0,Vários indivíduos se encontram em um campo de futebol para um torneio amador,Existe um torneio amador acontecendo em um campo de futebol,1,Entailment,OK,N,,,,1
454,454.0,Um empreendedor rural está transferindo grãos de uma mão para a outra,O empreendedor rural está usando botas de borracha.,2,Neutral,OK,N,,,,2
455,455.0,Uma mulher no palco está tocando fervorosamente seu violão,A mulher no palco está assistindo ao espetáculo.,0,Contradiction,OK,N,,,,0
456,456.0,Um gato está puxando a cortina e se pendurando nela,A cortina está sendo puxada por um gato,1,Entailment,OK,N,,,,1
457,457.0,Um pesquisador vestindo uma luva cirúrgica está segurando um tubo de ensaio e colhendo uma amostra de água,Um pesquisador vestindo uma luva cirúrgica está manuseando um tubo de ensaio e coletando uma amostra de água,1,Entailment,OK,N,,,,1
458,458.0,A escritora está procurando alguém para dispensar o editor do seu livro,A escritora está muito satisfeita com o trabalho do editor do seu livro,0,Contradiction,OK,N,,,,2
459,459.0,O treinador e dois jogadores comemoram abraçados após marcarem o gol da vitória,O treinador e dois jogadores estão usando uniformes azuis,2,Neutral,OK,N,,,,2
460,460.0,Um gato branco e cinza está sentado na areia,Um felino está descansando na praia.,1,Entailment,OK,N,,,,1
461,461.0,A pizza não está sendo cortada pelo homem,O homem está cortando a pizza,0,Contradiction,OK,N,,,,0
462,462.0,Uma mulher está parada diante de um espelho,Uma mulher está parada diante de uma janela,2,Neutral,OK,N,,,,0
463,463.0,Uma guitarra está sendo dedilhada por um músico,Um músico está tocando piano,0,Contradiction,OK,N,,,,2
464,464.0,Vários indivíduos se encontram em um campo de futebol para um torneio amador,A equipe vencedora do torneio amador vai ganhar um troféu.,2,Neutral,OK,N,,,,2
465,465.0,Uma criança vestida de camisa social está segurando um dado em sua mão direita,O garoto de camisa social tem um dado em sua mão direita,1,Entailment,OK,N,,,,1
466,466.0,Um homem está observando o trânsito em frente à sua residência,O homem está usando uma camiseta azul,2,Neutral,OK,N,,,,2
467,467.0,"Uma corrente e um pingente, ambos banhados a ouro, possuem pedras de zircônia incrustadas",A corrente e o pingente são de prata e não possuem pedras incrustadas,0,Contradiction,OK,N,,,,0
468,468.0,Um gato está se espreguiçando no sofá,O gato está no sofá se espreguiçando,1,Entailment,OK,N,,,,1
469,469.0,O cartaz informa sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,As operações atuais da polícia durante a pandemia de COVID-19 são informadas através de um cartaz,1,Entailment,OK,N,,,,1
470,470.0,Uma modelo de perfil veste uma camisa branca transparente e carrega uma mochila preta,A modelo está posando para uma foto em uma passarela.,2,Neutral,OK,N,,,,2
471,471.0,As mães estão segurando filhos no colo e uma delas está grávida,Uma mãe grávida está segurando um filho no colo.,1,Entailment,OK,N,,,,1
472,472.0,Uma cadela está se divertindo com folhas e demonstrando um comportamento travesso,"A cadela está dormindo tranquilamente, sem brincar com as folhas.",0,Contradiction,OK,N,,,,0
473,473.0,Um gato branco está saltando entre os galhos de uma floresta sombria,O gato branco está com fome.,2,Neutral,OK,N,,,,2
474,474.0,O secretário de saúde do Estado está dando entrevista,O ministro da saúde do país está dando uma entrevista.,0,Contradiction,OK,N,,,,0
475,475.0,Uma mulher possui um chip localizado atrás de sua orelha,A mulher tem medo de tecnologia.,2,Neutral,OK,N,,,,2
476,476.0,Uma gaivota está voando sobre as ondas do oceano,A gaivota está procurando alimento enquanto voa,2,Neutral,OK,N,,,,2
477,477.0,A mulher não está pintando uma tela de tecido,A mulher está pintando um quadro de tecido,0,Contradiction,OK,N,,,,2
478,478.0,Uma mulher está ralando o queijo com um utensílio,Existe queijo sendo ralado por uma mulher.,1,Entailment,OK,N,,,,1
479,479.0,Um lagarto está posicionado sobre um afloramento rochoso cercado por galhos secos,O lagarto está em uma floresta úmida e densa,0,Contradiction,OK,N,,,,0
480,480.0,"Uma taça de milkshake é decorada com flocos, tubetes e chantilly",A taça de milkshake está vazia.,0,Contradiction,OK,N,,,,0
481,481.0,Uma mulher no palco está tocando fervorosamente seu violão,A mulher no palco é uma talentosa violonista.,2,Neutral,OK,N,,,,2
482,482.0,O deputado possui uma foto do dia de seu casamento em seu acervo pessoal,O deputado tem uma foto de sua formatura em seu acervo pessoal,2,Neutral,OK,N,,,,0
483,483.0,A mulher está alimentando um pássaro à beira de um lago,A mulher está usando um vestido azul.,2,Neutral,OK,N,,,,2
484,484.0,O perfume tem vidro de cor preta com tampa preta,O perfume tem um aroma doce.,2,Neutral,OK,N,,,,2
485,485.0,Uma mulher está usando um chapéu azul e sentada próxima a uma bicicleta rosa sobre a grama verde com o lago ao fundo,A mulher com um chapéu azul está sentada perto de uma bicicleta rosa no parque,1,Entailment,OK,N,,,,2
486,486.0,A fragrância com embalagem transparente e tampa dourada está posicionada sobre uma textura e folhas douradas,A fragrância é um presente de aniversário para alguém.,2,Neutral,OK,N,,,,2
487,487.0,Uma pequena garota está desenhando na praia com seu pai,A garota está desenhando um castelo na areia.,2,Neutral,OK,N,,,,0
488,488.0,Visitantes e pesquisadores estão presentes no sítio geológico,O sítio geológico está vazio.,0,Contradiction,OK,N,,,,0
489,489.0,Um homem de pele branca está aplicando creme no seus rosto,O homem está pensando em algo enquanto aplica o creme.,2,Neutral,OK,N,,,,2
490,490.0,Quatro potes de geléia de tomate estão dispostos na mesa da cozinha,Não há potes de geléia na mesa da cozinha,0,Contradiction,OK,N,,,,0
491,491.0,Uma mão é vista descartando uma garrafa de plástico em uma lixeira,Uma mão é vista retirando uma garrafa de plástico de uma lixeira,0,Contradiction,OK,N,,,,1
492,492.0,Um ciclista sem colete reflexivo está parado em uma bicicleta vermelha ao lado da ciclovia,Um ciclista está usando um colete reflexivo enquanto pedala na ciclovia,0,Contradiction,OK,N,,,,0
493,493.0,"Utensílios de cozinha, incluindo tábuas, porta copos e taças, estão sobre a mesa",A mesa está vazia.,0,Contradiction,OK,N,,,,0
494,494.0,Ciclistas e ônibus estão navegando através do trânsito frenético na metrópole,O trânsito na metrópole é causado por obras na estrada.,2,Neutral,OK,N,,,,2
495,495.0,Um homem está temperando um bife,Um homem está cozinhando frango,2,Neutral,OK,N,,,,0
496,496.0,Na sala há um quadro com uma linda pintura,Não há nenhuma arte na sala,0,Contradiction,OK,N,,,,0
497,497.0,As informações essenciais estão escritas no manual,O manual é de fácil compreensão.,2,Neutral,OK,N,,,,2
498,498.0,Um sofá cinza adornado com almofadas está posicionado em uma sala,O sofá na sala é confortável.,2,Neutral,OK,N,,,,2
499,499.0,Uma mulher está caminhando sob a neve,A mulher está sentada quentinha em casa.,0,Contradiction,OK,N,,,,0
500,500.0,Um homem está em um consultório médico tendo sua pressão arterial medida pelo médico,Um homem está lendo um livro enquanto aguarda sua vez no consultório médico,2,Neutral,OK,N,,,,2
501,501.0,Uma praça central é conectada por cinco ruas e é cercada por vários prédios,A praça está lotada de pessoas hoje.,2,Neutral,OK,N,,,,2
502,502.0,Alunos estão nos corredores do colégio apresentando seus trabalhos de Ciências,Não há alunos apresentando trabalhos de Ciências no colégio,0,Contradiction,OK,N,,,,0
503,503.0,Um tênis preto tem pedrarias na biqueira,Há pedras decorativas na ponta de um tênis preto,1,Entailment,OK,N,,,,1
504,504.0,Uma mãe e seu filho estão sorrindo juntos para celebrar o aniversário do filho,A mãe e o filho estão tristes no aniversário do filho.,0,Contradiction,OK,N,,,,0
505,505.0,Uma nota pública foi escrita pelo político sobre o acidente sofrido,O político não comentou sobre o acidente,0,Contradiction,OK,N,,,,0
506,506.0,"A sala possui uma mesa decorada, uma planta, um puff e vários artigos decorativos",A sala tem uma janela grande com vista para o mar.,2,Neutral,OK,N,,,,2
507,507.0,"Uma pessoa de blusa verde estampada está sentada em frente a uma grande árvore, usando óculos escuros e segurando o cabelo",A pessoa está ao ar livre.,1,Entailment,OK,N,,,,1
508,508.0,Uma mulher está escalando uma cerca baixa,Uma mulher está em um parque com um caminho de pedras.,2,Neutral,OK,N,,,,2
509,509.0,Os indivíduos não estão de pé ao lado de uma loja de doces,As pessoas não estão ao lado de uma loja que vende doces,1,Entailment,OK,N,,,,1
510,510.0,Um homem de costas está entrando em um galpão com paredes pichadas,O homem está usando um chapéu.,2,Confusing,P,S,,,,2
511,511.0,Três palhaças estão se apresentando no espetáculo,Existem palhaças que estão se apresentando em um espetáculo,1,Entailment,OK,N,,,,1
512,512.0,O homem não está misturando molho em uma tigela,O homem está misturando um molho em uma tigela,0,Contradiction,OK,N,,,,0
513,513.0,"Utensílios de cozinha, incluindo tábuas, porta copos e taças, estão sobre a mesa",A mesa é de madeira.,2,Neutral,OK,N,,,,2
514,514.0,"Vários idosos estão acomodados nos bancos do parque, contemplando o pôr do sol",Alguns jovens estão jogando bola no campo ao lado do parque,2,Neutral,OK,N,,,,2
515,515.0,Uma pesquisa revela que o maior fator de estresse no ambiente de trabalho é a descoberta de um erro cometido,A pesquisa indica que a principal fonte de estresse no trabalho é a sobrecarga de tarefas,0,Contradiction,OK,N,,,,0
516,516.0,Um prédio de apartamentos tem 15 andares,Existem 15 andares em um prédio de apartamentos,1,Entailment,OK,N,,,,1
517,517.0,"Participantes estão sentados em cadeiras pretas em uma oficina, com o orientador e uma intérprete de Libras à frente",Os participantes estão em uma oficina tendo assistência de um intérprete de Libras.,1,Entailment,OK,N,,,,1
518,518.0,Um menino de camisa azul está correndo imprudentemente ao redor da piscina,O menino de camisa azul está sentado calmamente ao lado da piscina,0,Contradiction,OK,N,,,,0
519,519.0,Os filhos da pessoa estão aproveitando as férias brincando com amigos e comendo pipoca,Os filhos da pessoa estão estudando ao invés de aproveitar as férias,0,Contradiction,OK,N,,,,0
520,520.0,Um personagem do filme fez muito sucesso,O personagem do filme tem cabelos castanhos,2,Neutral,OK,N,,,,2
521,521.0,Não há nenhuma mulher loira com chapéu de palha em pé ao lado de um carrinho de sorvete,Uma mulher loira de chapéu de palha está vendendo sorvete,0,Contradiction,OK,N,,,,2
522,522.0,"Uma cumbuca preta contém nhoque de batata doce com ragu de rabada, agrião e brotos por cima",A cumbuca preta está vazia,0,Contradiction,OK,N,,,,0
523,523.0,Um pesquisador vestindo uma luva cirúrgica está segurando um tubo de ensaio e colhendo uma amostra de água,Um pesquisador sem luvas está segurando um tubo de ensaio e colhendo uma amostra de sangue,0,Contradiction,OK,N,,,,0
524,524.0,Os pés de uma modelo estão calçados com um sapato de verniz,A modelo tem um desfile de moda hoje.,2,Neutral,OK,N,,,,2
525,525.0,Eu e minha mãe tiramos uma selfie enquanto ela segurava um buquê de flores amarelas,Nenhuma foto foi tirada.,0,Contradiction,OK,N,,,,0
526,526.0,Um pedaço de pão está sendo comido tranquilamente por um pássaro,O pedaço de pão está intacto,0,Contradiction,OK,N,,,,0
527,527.0,Oito momentos de um jogo de boliche na capital foram compartilhados com colegas e seus familiares,Nenhum momento do jogo de boliche na capital foi compartilhado com colegas e familiares,0,Contradiction,OK,N,,,,0
528,528.0,Uma mão está segurando uma arma,Alguém está em posse de uma arma.,1,Entailment,OK,N,,,,1
529,529.0,Uma escultura de um veado sendo atacado por outros animais é cercada por muitas árvores,A escultura é feita de mármore.,2,Neutral,OK,N,,,,2
530,530.0,Uma menina sorridente está vestida com um vestido preto floral e um casaco cor-de-rosa de tecido de pelo,A menina está usando um casaco cor-de-rosa,1,Entailment,OK,N,,,,1
531,531.0,O cachorro está correndo atrás da bola no parque,O cachorro está dormindo no parque,0,Contradiction,OK,N,,,,0
532,532.0,O ministro da saúde é mostrado,O ministro da saúde está se escondendo,0,Contradiction,OK,N,,,,0
533,533.0,Um potinho com sorvete de laranja está sendo degustado pela senhora,A senhora está saboreando um sorvete de laranja.,1,Entailment,OK,N,,,,1
534,534.0,Não tem nenhum gato arranhando um sofá,Um gato está arranhando um sofá,0,Contradiction,OK,N,,,,0
535,535.0,Uma garota nadando resgata o filhote assustado no meio do lago,O filhote está sendo salvo por uma menina que está nadando.,1,Entailment,OK,N,,,,1
536,536.0,Um homem negro está aplicando colírio nos olhos,Um homem negro está usando um chapéu.,2,Neutral,OK,N,,,,2
537,537.0,Uma pantera está se movendo silenciosamente,A pantera está fazendo muito barulho,0,Contradiction,OK,N,,,,0
538,538.0,Um atleta de badminton se reúne com três amigos,Quatro pessoas estão juntas.,1,Entailment,OK,N,,,,1
539,539.0,Uma chaminé de fábrica está emitindo resíduos,A chaminé da fábrica está limpa e sem emissões,0,Contradiction,OK,N,,,,0
540,540.0,Um mix de brincos e piercings banhados a ouro estão cravejados com pedras de zircônias,Os brincos e piercings estão enfeitados com zircônias.,1,Entailment,OK,N,,,,1
541,541.0,"Um salão está cheio de pessoas, algumas sentadas e outras de pé",Há pessoas sentadas e em pé no salão,1,Entailment,OK,N,,,,1
542,542.0,O gato está comendo ração de um prato,O gato não está comendo nada.,0,Contradiction,OK,N,,,,0
543,543.0,Uma taça contendo um drink de morango está posicionada sobre uma mesa preta de madeira,A taça com o drink de morango está no chão.,0,Contradiction,OK,N,,,,0
544,544.0,Um prato branco redondo tem sorvete de canela servido sobre uma tarte de maçã envolta por caramelo,O sorvete de canela é a sobremesa favorita de alguém,2,Neutral,OK,N,,,,2
545,545.0,Os pais estão observando suas trigêmeas recém-nascidas,Os pais estão discutindo quem vai trocar as fraldas das recém-nascidas,2,Neutral,OK,N,,,,2
546,546.0,Um homem está deitado na areia e está lendo um livro interessante,Existe um homem lendo um livro na praia.,1,Disagreement,OK,S,,,,1
547,547.0,A escritora está procurando alguém para dispensar o editor do seu livro,A escritora está em busca de uma pessoa para substituir o editor de seu livro,1,Entailment,OK,N,,,,1
548,548.0,Uma mulher está rasgando um casaco com uma tesoura,A mulher está usando uma tesoura para cortar papel,2,Neutral,OK,N,,,,2
549,549.0,"Uma mulher negra, com uma expressão séria, está encostada em um objeto vermelho","Uma mulher negra, com uma expressão séria, está encostada em um objeto azul",2,Neutral,OK,N,,,,0
550,550.0,Uma borboleta azul com asas brilhantes repousa sobre a flor vermelha,Uma borboleta de cor azul está sobre uma flor vermelha,1,Entailment,OK,N,,,,1
551,551.0,Uma orquídea roxa está em um vaso claro,O vaso claro com a orquídea roxa está na janela da cozinha,2,Neutral,OK,N,,,,2
552,552.0,"Alunas de balé, mães e professora prestam homenagem ao Outubro Rosa",As alunas de balé estão vestindo sapatilhas pink.,2,Neutral,OK,N,,,,2
553,553.0,Uma ave cinzenta está se aproximando de um gato branco na floresta de pinheiros,Uma ave de cor cinza está perto de um gato branco na floresta de pinheiros,1,Entailment,OK,N,,,,1
554,554.0,Duas crianças estão se divertindo juntas no parquinho,As crianças estão sozinhas em casa.,0,Contradiction,OK,N,,,,0
555,555.0,Pacotes de bombons de chocolate com banana e chocolate com amendoim sem açúcar estão dispostos sobre uma mesa,Bombons de chocolate com banana e amendoim sem açúcar estão disponíveis na mesa.,1,Entailment,OK,N,,,,1
556,556.0,Um escorredor de louça de dois andares com vários compartimentos está localizado acima das pias,O escorredor de louça está na sala de jantar.,0,Contradiction,OK,N,,,,2
557,557.0,"Vários idosos estão acomodados nos bancos do parque, contemplando o pôr do sol",Não há idosos sentados nos bancos do parque,0,Contradiction,OK,N,,,,0
558,558.0,"Eu e minha noiva tiramos uma selfie durante nosso casamento, junto com fotos de família",As fotos do casamento não incluem a noiva e o noivo.,0,Contradiction,OK,N,,,,0
559,559.0,A loja oferece semijoias banhadas em ouro com um ano de garantia,As semijoias vendidas na loja são banhadas a ouro e têm garantia de um ano,1,Entailment,OK,N,,,,1
560,560.0,Não há nenhuma mulher batendo uma panela sobre o fogão no quintal,Existem pessoas no quintal jogando bola,2,Neutral,OK,N,,,,2
561,561.0,Uma mulher está parada diante de um espelho,Uma mulher não está parada diante de um espelho,0,Contradiction,OK,N,,,,0
562,562.0,Dois pacotes transparentes contendo casquinhas de brownie estão dispostos sobre uma bancada de madeira diante de uma parede preta,Dois pacotes transparentes com casquinhas de brownie estão dispostos em uma bancada de mármore.,0,Disagreement,OK,S,,,,1
563,563.0,A loja anuncia a possibilidade de encomendar brigadeiros,A loja tem uma grande variedade de doces.,2,Neutral,OK,N,,,,2
564,564.0,Uma animação mostra um jornal emergindo de um celular branco segurado na mão,A animação não mostra nenhum celular,0,Contradiction,OK,N,,,,0
565,565.0,Um empreendedor sorridente está segurando um tablet,O empreendedor está com as mãos vazias.,0,Contradiction,OK,N,,,,0
566,566.0,Um garoto está pintando o quadro,O quadro está sendo pintado.,1,Entailment,OK,N,,,,1
567,567.0,Um polvo é visto no fundo do mar,O polvo está caçando sua presa.,2,Neutral,OK,N,,,,2
568,568.0,Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo tem decoração de rosas e rosetas,1,Entailment,OK,N,,,,1
569,569.0,O texto celebra o Dia das Mulheres,O texto menciona o Dia dos Homens,2,Neutral,OK,N,,,,0
570,570.0,As informações essenciais estão escritas no manual,As informações cruciais não estão no manual.,0,Contradiction,OK,N,,,,0
